"Date","Event","Data"
10/4/2024 6:20:45 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:20:53 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:21:03 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:21:06 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:21:17 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:21:27 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:23:52 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:23:59 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:24:19 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:24:23 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:24:31 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:24:40 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:25:16 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:25:21 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:28:12 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:28:23 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:28:28 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:28:37 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:28:51 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:28:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:31:50 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:32:02 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:33:07 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:33:19 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:33:28 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:33:31 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:35:42 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:35:52 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:36:39 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:36:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:37:01 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:37:06 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:37:12 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:37:17 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:39:45 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:39:48 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:40:22 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:40:33 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:44:57 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:45:00 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:45:05 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:45:15 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:45:18 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:45:32 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:48:04 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:48:09 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:49:01 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:49:05 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:51:58 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:52:03 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:52:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:52:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:52:58 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:53:04 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:53:27 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:53:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:55:51 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:55:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:56:03 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:56:08 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:56:44 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:56:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:57:18 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:57:22 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:00:11 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:00:14 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:00:44 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:00:49 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:01:00 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:01:04 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:03:52 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:03:59 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:04:10 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:04:18 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:04:31 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:04:34 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:04:50 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:04:53 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:05:06 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:05:11 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:08:00 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:08:03 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:08:30 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:08:34 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:09:21 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:09:25 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:11:45 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:11:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:12:27 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:12:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:12:51 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:13:04 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:15:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:15:50 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:16:36 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:16:45 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:17:07 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:17:13 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:20:12 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:20:22 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:20:47 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:20:51 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:21:23 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:21:26 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:25:09 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:25:18 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:28:21 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:28:24 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:32:13 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:32:20 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:32:37 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:32:40 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:32:52 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:32:55 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:35:46 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:35:49 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:36:17 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:36:20 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:36:34 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:36:37 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:36:46 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:36:51 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:36:58 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:37:04 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:39:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:39:43 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:40:51 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:40:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:43:39 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:43:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:44:45 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:44:58 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:49:15 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:49:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:53:20 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:53:25 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:56:38 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:56:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 7:57:24 AM,LogPositionChange,Posture = [Active]
10/4/2024 7:57:28 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [5456 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/4/2024 8:00:20 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:00:27 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:00:55 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:01:06 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:01:22 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:01:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:04:01 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:04:13 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:04:36 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:04:39 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:05:17 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:05:22 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:07:38 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:07:41 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:09:09 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:09:20 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:12:04 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:12:11 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:12:14 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:12:17 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:12:38 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:12:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:16:41 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:16:50 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:20:16 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:20:22 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:20:50 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:21:02 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:23:38 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:23:58 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:24:30 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:24:41 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:24:49 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:25:04 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:25:16 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:25:31 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:27:56 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:28:05 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:28:08 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:28:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:28:33 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:28:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:32:00 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:32:09 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:32:28 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:32:32 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:36:21 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:36:28 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:36:32 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:36:36 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:36:57 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:37:05 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:40:41 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:40:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:41:06 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:41:14 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:43:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:43:46 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:44:54 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:45:00 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:47:37 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:47:46 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:48:33 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:48:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:49:16 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:49:23 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:51:39 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:51:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:51:52 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:51:58 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:52:13 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:52:16 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:52:29 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:52:32 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:53:22 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:53:26 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:56:20 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:56:38 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:56:54 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:57:04 AM,LogPositionChange,Posture = [Supine]
10/4/2024 8:59:45 AM,LogPositionChange,Posture = [Active]
10/4/2024 8:59:48 AM,LogPositionChange,Posture = [Supine]
10/4/2024 9:00:23 AM,LogPositionChange,Posture = [Active]
10/4/2024 9:00:28 AM,LogPositionChange,Posture = [Supine]
10/4/2024 9:00:42 AM,LogPositionChange,Posture = [Active]
10/4/2024 9:00:47 AM,LogPositionChange,Posture = [Supine]
10/4/2024 9:01:00 AM,LogPositionChange,Posture = [Active]
10/4/2024 9:01:03 AM,LogPositionChange,Posture = [Supine]
10/4/2024 9:01:15 AM,LogPositionChange,Posture = [Active]
10/4/2024 9:01:23 AM,LogPositionChange,Posture = [Supine]
10/4/2024 9:03:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 9:03:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 9:04:01 AM,LogPositionChange,Posture = [Active]
10/4/2024 9:04:08 AM,LogPositionChange,Posture = [Supine]
10/4/2024 9:04:57 AM,LogPositionChange,Posture = [Active]
10/4/2024 9:05:02 AM,LogPositionChange,Posture = [Supine]
10/4/2024 9:05:14 AM,LogPositionChange,Posture = [Active]
10/4/2024 9:05:22 AM,LogPositionChange,Posture = [Supine]
10/4/2024 9:08:11 AM,LogPositionChange,Posture = [Standing]
10/4/2024 9:08:18 AM,LogPositionChange,Posture = [Supine]
10/4/2024 1:44:26 PM,LogPositionChange,Posture = [Active]
10/4/2024 1:44:29 PM,LogPositionChange,Posture = [Supine]
10/5/2024 12:00:00 AM,LogDailyBattMeas,2.82 V
10/5/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/5/2024 12:00:00 AM,LogTotalIpgTherapyTime,0 sec
10/5/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [3326 sec] - Standing = [7 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [83067 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/5/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [5007 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/6/2024 12:00:00 AM,LogDailyBattMeas,2.83 V
10/6/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/6/2024 12:00:00 AM,LogTotalIpgTherapyTime,0 sec
10/6/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [0 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [86400 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/6/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [4950 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/7/2024 12:00:00 AM,LogDailyBattMeas,2.82 V
10/7/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/7/2024 12:00:00 AM,LogTotalIpgTherapyTime,0 sec
10/7/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [0 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [86400 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/7/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [5352 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/7/2024 1:48:32 PM,LogPositionChange,Posture = [Active]
10/7/2024 1:48:35 PM,LogPositionChange,Posture = [Supine]
10/7/2024 3:52:52 PM,LogPositionChange,Posture = [Active]
10/7/2024 3:52:55 PM,LogPositionChange,Posture = [Supine]
10/8/2024 12:00:00 AM,LogDailyBattMeas,2.82 V
10/8/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/8/2024 12:00:00 AM,LogTotalIpgTherapyTime,0 sec
10/8/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [6 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [86394 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/8/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [5444 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 8:17:26 AM,LogPositionChange,Posture = [Reclined]
10/8/2024 8:17:38 AM,LogPositionChange,Posture = [Standing]
10/8/2024 8:18:07 AM,LogPositionChange,Posture = [Supine]
10/8/2024 8:47:21 AM,LogPositionChange,Posture = [Active]
10/8/2024 9:30:11 AM,LogProgramming,Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - TherapyPauseMode = [Enabled] - GyroscopeMode = [Enabled] - PhasicTime = [1.0 sec] - TherapyRate = [30] bpm - RiseTime = [0.1] sec - FallTime = [0.1] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.65 mA] - OnsetRampTime = [5 min] - EndingRampTime = [0 min] - PulseWidth = [30.5 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [6 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - TherapyPause = [0 min] - MaxPhasicAmplitude = [5.00 mA] - MinPhasicAmplitude = [0.20 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - IMUSamplingRate = [50 Hz] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]
10/8/2024 9:30:18 AM,LogProgramming,Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - TherapyPauseMode = [Enabled] - GyroscopeMode = [Enabled] - PhasicTime = [1.0 sec] - TherapyRate = [30] bpm - RiseTime = [0.1] sec - FallTime = [0.1] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.50 mA] - OnsetRampTime = [5 min] - EndingRampTime = [0 min] - PulseWidth = [30.5 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [6 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - TherapyPause = [0 min] - MaxPhasicAmplitude = [5.00 mA] - MinPhasicAmplitude = [0.20 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - IMUSamplingRate = [50 Hz] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]
10/8/2024 9:30:57 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [46.41 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:31:05 AM,LogStartMarkerSession
10/8/2024 9:33:19 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.73 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:20 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [36.26 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:32 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.31 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:33 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.77 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:34 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.69 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:35 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.23 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:36 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.39 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:37 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.52 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:38 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [38.64 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:40 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.23 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:41 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.39 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:42 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.39 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:43 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [39.85 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:33:44 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [38.77 Ohms] - Transt. Imped. Pulse Term. = [0]
10/8/2024 9:35:26 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1092 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:28 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1089 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:29 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1108 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:31 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1089 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:32 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1123 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:33 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1089 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:36 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1092 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:39 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1089 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:54 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1126 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:56 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1108 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:35:58 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1089 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:36:00 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1089 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:36:09 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1110 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:36:10 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1089 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:36:12 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1089 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:36:24 AM,LogTestStimStart,BatteryLevel = [2.80 V] - LeadImpedance = [1079 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 9:36:37 AM,LogTherapyEnd,TherapyDuration = [12 sec] - TherapyEndCause = [StopByTherapyEnded]
